Produit,Allergène,Score,Lien,pix,Description,composition
LE PETIT MARSEILLAIS     Gel douche extra doux pêche blanche et nectarine bio 2x250ml,na,na,https://www.auchan.fr/le-petit-marseillais-gel-douche-extra-doux-peche-blanche-et-nectarine-bio/pr-C1332671,5677,na,na
MONSAVON     Gel douche amande très douce 2x300ml,na,na,https://www.auchan.fr/monsavon-gel-douche-amande-tres-douce/pr-C1253501,5678,na,na
LE PETIT MARSEILLAIS     Gel douche et bain extra doux orange bio et pamplemousse 2x650ml,na,na,https://www.auchan.fr/le-petit-marseillais-gel-douche-et-bain-extra-doux-orange-bio-et-pamplemousse/pr-C1436265,5679,na,na
LE PETIT MARSEILLAIS     Gel douche et bain extra doux feuille d'olivier tilleul bio 2x650ml,na,na,https://www.auchan.fr/le-petit-marseillais-gel-douche-et-bain-extra-doux-feuille-d-olivier-tilleul-bio/pr-C1437214,5680,na,na
LE PETIT MARSEILLAIS     Gel douche extra doux grenade de Méditerranée 250ml,na,na,https://www.auchan.fr/le-petit-marseillais-gel-douche-extra-doux-grenade-de-mediterranee/pr-C1249255,5681,na,na
COSMIA     Gel douche et bain cerise jasmin 250ml,na,na,https://www.auchan.fr/cosmia-gel-douche-et-bain-cerise-jasmin/pr-C1255544,5682,na,na
GARNIER     Ambre Solaire spray solaire révélateur de bronzage SPF30 200ml,benzyl alcohol • citral • citronellol • coumarin • geraniol • linalool • limonene • benzyl salicylate,na,https://www.auchan.fr/garnier-ambre-solaire-spray-solaire-revelateur-de-bronzage-spf30/pr-C1044241,5683,na,na
71 NIVEA SUN     Spray solaire hydratant SPF30 200ml,na,na,https://www.auchan.fr/nivea-sun-spray-solaire-hydratant-spf30/pr-C1274904,5684,na,na
GARNIER     Ambre Solaire huile solaire ambrée karité bronzage optimal SPF10 150ml,hydroxycitronellal,na,https://www.auchan.fr/garnier-ambre-solaire-huile-solaire-ambree-karite-bronzage-optimal-spf10/pr-C1461356,5685,na,na
GARNIER     Ambre Solaire Spray solaire karité absorption rapide SPF30 200ml,benzyl alcohol • eugenol • linalool,na,https://www.auchan.fr/garnier-ambre-solaire-spray-solaire-karite-absorption-rapide-spf30/pr-C1044165,5686,le spray protecteur anti dessechement fps    garnier ambre solaire renforce les defenses naturelles de la peau et la protege contre les dommages cutanes long terme du soleil  resultat   formule hydratante protege du dessechement du au soleil pour une peau douce et soyeuse  enrichi en beurre de karite issu du commerce equitable pour nourrir la peau ,"           ingredients   aqua / water   alcohol denat    octocrylene   homosalate   ethylhexyl salicylate   glycerin   butyl methoxydibenzoylmethane   styrene/acrylates copolymer   diisopropyl sebacate   ethylhexyl triazone   poly c      alkyl acrylate   acrylates copolymer   behenyl alcohol   benzyl alcohol   butyrospermum parkii butter / shea butter   caprylyl glycol   cetyl alcohol   citric acid   disodium edta   disodium ethylene dicocamide peg    disulfate   eugenol   glyceryl stearate   glyceryl stearate citrate   linalool   myristyl alcohol   peg   laurate   phenoxyethanol   potassium sorbate   stearyl alcohol   terephthalylidene dicamphor sulfonic acid   thermus thermophillus ferment   tocopherol   triethanolamine   parfum / fragrance  f i l  c      /   les listes d’  entrant dans la composition des produits de notre marque sont regulierement mises a jour  avant d’utiliser un produit de notre marque, vous etes invites a lire la liste d’  figurant sur son emballage afin de vous assurer que les   sont adaptes a votre utilisation personnelle"
6 NIVEA SUN     Spray solaire invisible résiste à l'eau SPF50 200ml,na,na,https://www.auchan.fr/nivea-sun-spray-solaire-invisible-resiste-a-l-eau-spf50/pr-C1278114,5687,na,"alcohol denat, c      alkyl benzoate, homosalate, octocrylene, butyl methoxydibenzoylmethane, ethylhexyl salicylate, butylene glycol dicaprylate/dicaprate, dibutyl adipate, glycerin, bis ethylhexyloxyphenol methoxyphenyl triazine, polysilicone  , menthol, acrylates/octylacrylamide copolymer, aqua, linalool, limonene, butylphenyl methylpropional, benzyl alcohol, alpha isomethyl ionone, eugenol, citronellol, coumarin, geraniol, benzoic acid, parfum"
GARNIER     Ambre Solaire huile solaire idéal bronze SPF30 150ml,na,na,https://www.auchan.fr/garnier-ambre-solaire-huile-solaire-ideal-bronze-spf30/pr-C1484809,5688," huile, ideal bronze, protectrice et sublimatrice, protege la peau tout en la sublimant  la peau est protegee, sublimee et nourrie ",na
5 COSMIA     Sun spray solaire coco résiste à l'eau haute protection SPF50 200ml,na,na,https://www.auchan.fr/cosmia-sun-spray-solaire-coco-resiste-a-l-eau-haute-protection-spf50/pr-C1281812,5689,na,na
5 NIVEA SUN     Lait après-soleil prolongateur de bronzage 200ml,na,na,https://www.auchan.fr/nivea-sun-lait-apres-soleil-prolongateur-de-bronzage/pr-C1279591,5690,na,na
3 GARNIER     Ambre Solaire crème solaire visage & corps résiste à l'eau SPF50+ 200ml,phenoxyethanol,na,https://www.auchan.fr/garnier-ambre-solaire-creme-solaire-visage-corps-resiste-a-l-eau-spf50/pr-C1044009,5691,"avec leurs filtres uva et uvb photostables large spectre, nos produits vous protegent contre les coups de soleil et contre les dommages cutanes a long terme ",na
2 NIVEA SUN     Crème solaire visage protection haute FPS50+ 50ml,na,na,https://www.auchan.fr/nivea-sun-creme-solaire-visage-protection-haute-fps50/pr-C1280941,5692,na,na
70 NIVEA SUN     Crème solaire pour enfants très haute protection FPS50+ 150ml,na,na,https://www.auchan.fr/nivea-sun-creme-solaire-pour-enfants-tres-haute-protection-fps50/pr-C1362265,5693,na,na
1 NIVEA SUN     Baby lait solaire pour bébé très haute protection SPF50+ 200ml,na,na,https://www.auchan.fr/nivea-sun-baby-lait-solaire-pour-bebe-tres-haute-protection-spf50/pr-C1277893,5694,na,na
GARNIER     Ambre Solaire Super UV Crème protectrice pour le visage FPS50 50ml,na,na,https://www.auchan.fr/garnier-ambre-solaire-super-uv-creme-protectrice-pour-le-visage-fps50/pr-C1356239,5695,na,na
GARNIER     Ambre Solaire Brume sensitive expert+ visage et cou FPS50 75ml,na,na,https://www.auchan.fr/garnier-ambre-solaire-brume-sensitive-expert-visage-et-cou-fps50/pr-C1044690,5696,"la premiere brume protectrice  ambre solaire ultra legere qui bloque les rayons uv et lutte contre la pollution tout en hydratant la peau  resultat   la brume ultra legere et fraiche est instantanement transparente sur la peau, non grasse et peut meme s'appliquer par dessus le maquillage    h  hydratation, anti pollution, sans paraben, non comedogene",na
9 NIVEA SUN     Spray solaire enfants sensitive résiste à l'eau SPF50+ 200ml,na,na,https://www.auchan.fr/nivea-sun-spray-solaire-enfants-sensitive-resiste-a-l-eau-spf50/pr-C1279594,5697,na,na
2 NIVEA SUN     Spray Après-soleil hydratant   200ml,na,na,https://www.auchan.fr/nivea-sun-spray-apres-soleil-hydratant/pr-C1274958,5698,na,na
CORINE DE FARME     Lait hydratant protège & bronze spf 30 150ml,na,na,https://www.auchan.fr/corine-de-farme-lait-hydratant-protege-bronze-spf-30/pr-C1291909,5699,na,na
29 L'OREAL     Sublime Bronze lait fondant autobronzant visage & corps 150ml,benzyl alcohol • alpha isomethyl ionone • benzyl benzoate • cinnamal • citronellol • coumarin • hexyl cinnamal • linalool • limonene • benzyl salicylate,na,https://www.auchan.fr/l-oreal-sublime-bronze-lait-fondant-autobronzant-visage-corps/pr-C1292943,5700,na,na
2 NIVEA     Coussin,na,na,https://www.auchan.fr/nivea-coussin/pr-C1274924,5701,na,na
2 HAWAIIAN TROPIC     Beurre corporel après-soleil à la noix de coco 200ml,na,na,https://www.auchan.fr/hawaiian-tropic-beurre-corporel-apres-soleil-a-la-noix-de-coco/pr-C1277698,5702,na,na
COSMIA     Spray protecteur solaire SPF50 à l'huile de coco 200ml,na,na,https://www.auchan.fr/cosmia-spray-protecteur-solaire-spf50-a-l-huile-de-coco/pr-C1276864,5703,na,na
2 NIVEA SUN     Lait après-soleil hydratant & apaisant à l'aloé vera 200ml,na,na,https://www.auchan.fr/nivea-sun-lait-apres-soleil-hydratant-apaisant-a-l-aloe-vera/pr-C1277894,5704,na,na
HAWAIIAN TROPIC     Huile solaire protectrice FPS20 200ml,na,na,https://www.auchan.fr/hawaiian-tropic-huile-solaire-protectrice-fps20/pr-C1277697,5705,na,na
LOVEA     Spray solaire bio haute protection hydratant parfum monoï FPS50 100ml,linalool ; limonene ; benzyl benzoate ; benzyl salicylate ; farnesol,na,https://www.auchan.fr/lovea-spray-solaire-bio-haute-protection-hydratant-parfum-monoi-fps50/pr-C1359927,5706,le spray hydratant fps    lovea certifie bio protege efficacement votre peau des rayons uvb grace a son ecran mineral    origine naturelle agitez moi avant emploi et utilisez moi sur le visage   le corps ,na
15 GARNIER     Ambre Solaire crème solaire sensitive FPS50+ 200ml,phenoxyethanol,na,https://www.auchan.fr/garnier-ambre-solaire-creme-solaire-sensitive-fps50/pr-C1044202,5707,"avec leurs filtres uva et uvb photostables large spectre, nos produits vous protegent contre les coups de soleil et contre les dommages cutanes a long terme ",na
LOVEA     Spray solaire hydratant très haute protections FPS30+ 150ml,geraniol ; eugenol,na,https://www.auchan.fr/lovea-spray-solaire-hydratant-tres-haute-protections-fps30/pr-C1359806,5708,na,na
COSMIA SUN     Spray solaire enfants résiste à l'eau haute protection SPF50 200ml,na,na,https://www.auchan.fr/cosmia-sun-spray-solaire-enfants-resiste-a-l-eau-haute-protection-spf50/pr-C1276865,5709,na,na
6 COSMIA     Sun spray solaire enfants coco résiste à l'eau haute protection SPF50 200ml,na,na,https://www.auchan.fr/cosmia-sun-spray-solaire-enfants-coco-resiste-a-l-eau-haute-protection-spf50/pr-C1281821,5710,na,na
1 LOVEA     Spray solaire hydratant bio pour enfants résiste à l'eau SPF50 100ml,na,na,https://www.auchan.fr/lovea-spray-solaire-hydratant-bio-pour-enfants-resiste-a-l-eau-spf50/pr-C1278112,5711,  resiste a l’eau application facile grace a son flacon spray,na
GARNIER     Ambre Solaire huile sèche autobronzante hâle et nutrition coco 150ml,na,na,https://www.auchan.fr/garnier-ambre-solaire-huile-seche-autobronzante-hale-et-nutrition-coco/pr-C1287042,5712,"l’huile seche autobronzante biphasee   en   nourrit et hale votre peau en un seul geste  en seulement une heure, votre hale apparait    test instrumental ",na
HAWAIIAN TROPIC     Brume huile sèche fps 15 200ml,na,na,https://www.auchan.fr/hawaiian-tropic-brume-huile-seche-fps-15/pr-C1281704,5713,na,na
ULTRA DOUX     Shampoing nutrition intense à l'huile d'avocat et beurre de karité pour cheveux très secs ou frisés 400ml,na,na,https://www.auchan.fr/ultra-doux-shampoing-nutrition-intense-a-l-huile-d-avocat-et-beurre-de-karite-pour-cheveux-tres-secs-ou-frises/pr-C1431880,5714,"shampooing garnier ultra doux nourrissant a  huile  avocat et au beurre de karite pour cheveux tres secs ou frises  resultat   nourris en profondeur, vos cheveux retrouvent une souplesse et une douceur incomparables  ils sont vraiment plus brillants, plus faciles a coiffer et regorgent de sante ",na
ULTRA DOUX     Shampoing nutrition intense cheveux très sec ou frisées écorecharge et flacon 500ml500ml + bouteille rechargeable,na,na,https://www.auchan.fr/ultra-doux-shampoing-nutrition-intense-cheveux-tres-sec-ou-frisees-ecorecharge-et-flacon/pr-C1433125,5715,na,na
COSMIA     Shampoing sec fraicheur cheveux regraissant vite 200ml,na,na,https://www.auchan.fr/cosmia-shampoing-sec-fraicheur-cheveux-regraissant-vite/pr-C1491299,5716,na,na
17 COSMIA     Shampoing sec volume 200ml,na,na,https://www.auchan.fr/cosmia-shampoing-sec-volume/pr-C1250341,5717,na,na
8 DOP     Shampooing très doux argan cheveux secs ou frisés 400ml,na,na,https://www.auchan.fr/dop-shampooing-tres-doux-argan-cheveux-secs-ou-frises/pr-C1163792,5718,"shampooing tres doux   en   a  huile  argan nourrit, demele et fait briller les cheveux mediterraneens secs ou frises  resultat   les cheveux sont plus souples, faciles a coiffer, et revelent leur eclat jour apres jour ",na
DOP     Shampoing bio pomme du verger cheveux normaux à gras 400ml,na,na,https://www.auchan.fr/dop-shampoing-bio-pomme-du-verger-cheveux-normaux-a-gras/pr-C1163840,5719,na,na
10 ORGANIC SHOP     Shampoing hydratant coco et karité 280ml,na,na,https://www.auchan.fr/organic-shop-shampoing-hydratant-coco-et-karite/pr-C1160049,5720,na,na
ENERGIE FRUIT     Shampooing végan coco & karité bio cheveux bouclés ou frisés 250ml,na,na,https://www.auchan.fr/energie-fruit-shampooing-vegan-coco-karite-bio-cheveux-boucles-ou-frises/pr-C1159114,5721,na,na
13 DOP     Shampooing très doux amande douce tous types de cheveux 400ml,na,na,https://www.auchan.fr/dop-shampooing-tres-doux-amande-douce-tous-types-de-cheveux/pr-C1163791,5722,"shampooing tres doux   en   a  amande douce pour demeler et proteger tous types de cheveux  resultat   le peigne glisse facilement, meme sur les cheveux les plus longs !",na
10 COSMIA     Shampoing aux amandes tous types de cheveux 500ml,na,na,https://www.auchan.fr/cosmia-shampoing-aux-amandes-tous-types-de-cheveux/pr-C1159997,5723,na,na
8 DOP     Shampooing très doux aux vitamines cheveux normaux 400ml,na,na,https://www.auchan.fr/dop-shampooing-tres-doux-aux-vitamines-cheveux-normaux/pr-C1163788,5724,shampooing tres doux aux vitamines qui apporte brillance et vitalite aux cheveux normaux  resultat   les cheveux sont plus beaux et tellement brillants !,na
5 DOP     Shampooing très doux 2en1 à l'amande douce tous types de cheveux 2x400mlLot de 2,na,na,https://www.auchan.fr/dop-shampooing-tres-doux-2en1-a-l-amande-douce-tous-types-de-cheveux/pr-C1163396,5725,"shampooing tres doux   en   a  amande douce pour demeler et proteger tous types de cheveux  resultat   le peigne glisse facilement, meme sur les cheveux les plus longs !",na
CORINE DE FARME     Shampoing extra doux à l'huile d'amande douce tous types de cheveux 500ml,na,na,https://www.auchan.fr/corine-de-farme-shampoing-extra-doux-a-l-huile-d-amande-douce-tous-types-de-cheveux/pr-C1164833,5726, ,na
4 ULTRA DOUX     Shampooing douceur & brillance tilleul cheveux normaux 250ml,benzyl alcohol • cinnamal • citronellol • geraniol • hexyl cinnamal • linalool,na,https://www.auchan.fr/ultra-doux-shampooing-douceur-brillance-tilleul-cheveux-normaux/pr-C1163316,5727,shampooing  garnier ultra doux a  extrait de tilleul pour cheveux normaux  resultat   vos cheveux sont brillants et font le plein de vitalite  ils retrouvent toute leur energie et leur douceur au toucher ,na
10 ULTRA DOUX     Shampooing enfants abricot & fleur de coton 250ml,na,na,https://www.auchan.fr/ultra-doux-shampooing-enfants-abricot-fleur-de-coton/pr-C1258103,5728,na,na
PETROLE HAHN     Shampooing antipelliculaire & anti-démangeaisons cuir chevelu sensible 250ml,na,na,https://www.auchan.fr/petrole-hahn-shampooing-antipelliculaire-anti-demangeaisons-cuir-chevelu-sensible/pr-C1245375,5729,na,na
8 DOP     Shampooing très doux pomme verte cheveux normaux à gras 400ml,na,na,https://www.auchan.fr/dop-shampooing-tres-doux-pomme-verte-cheveux-normaux-a-gras/pr-C1163789,5730,"shampooing tres doux a la pomme qui redonne brillance et legerete a vos cheveux  il lave et purifie les cheveux pour les debarasser de toutes les impuretes qui les etouffent  resultat   vos cheveux sont incroyablement propres, ils respirent a nouveau !",na
47 N.A.E     Shampooing solide bio et vegan pour cheveux normaux 85g30 à 50 lavages,na,na,https://www.auchan.fr/n-a-e-shampooing-solide-bio-et-vegan-pour-cheveux-normaux/pr-C1160629,5731,na,na
42 N.A.E     Shampooing solide réparation bio vegan pour cheveux secs 85g30 à 50 lavages,na,na,https://www.auchan.fr/n-a-e-shampooing-solide-reparation-bio-vegan-pour-cheveux-secs/pr-C1160314,5732,na,na
5 ELSEVE     Shampooing nutrition huile de coco cheveux normaux à secs 250ml,na,na,https://www.auchan.fr/elseve-shampooing-nutrition-huile-de-coco-cheveux-normaux-a-secs/pr-C1162678,5733,"shampoing coco nutrition haute legerete pour cheveux normaux a secs, infuse en huile extra fine de coco pour une brillance sublime et des cheveux fluides |• flacon en plastique   recycle  et recyclable|• fabrique en france|• dans une usine neutre en carbone| hors colorants et bouchon  des cheveux nourris, brillants, fluides et legers ",na
7 COSMIA BIO     Shampoing doux aloe vera bio cheveux normaux 250ml,na,na,https://www.auchan.fr/cosmia-bio-shampoing-doux-aloe-vera-bio-cheveux-normaux/pr-C1165128,5734,na,na
2 CORINE DE FARME     Shampooing solide amande douce cheveux normaux 75g,na,na,https://www.auchan.fr/corine-de-farme-shampooing-solide-amande-douce-cheveux-normaux/pr-C1165417,5735, ,na
ELSEVE     Shampooing vitalité multi-vitaminés 2en1 cheveux normaux 290ml,na,na,https://www.auchan.fr/elseve-shampooing-vitalite-multi-vitamines-2en1-cheveux-normaux/pr-C1306471,5736,"shampoing revitalisant   en   pour cheveux normaux enrichi en vitamines e + pp + b |• flacon en plastique   recycle  et recyclable|• fabrique en france|• dans une usine neutre en carbone| hors colorants et bouchon  des cheveux vigoureux, brillants et pleins de sante ",na
47 BATISTE     Shampooing sec blush 200ml,na,na,https://www.auchan.fr/batiste-shampooing-sec-blush/pr-C1245477,5737,na,"butane, isobutane, propane, oryza sativa  rice  starch, alcohol denat, parfum  fragrance, coumarin, eugeno, limonene, butylphenyl methylproprional, linalool, distearyldimonium chloride, cetrimonium chloride"
24 BATISTE     Shampooing sec original 200ml,na,na,https://www.auchan.fr/batiste-shampooing-sec-original/pr-C1245476,5738,na,"butane, isobutane, propane, oryza sativa  rice  starch, alcohol denat, parfum  fragrance, limonene, linalool, geraniol, benzyl benzoate, distearyldimonium chloride, cetrimonium chloride"
COLAB     Dry shampooing sec dreamer 200ml,na,na,https://www.auchan.fr/colab-dry-shampooing-sec-dreamer/pr-C1395975,5739,na,na
TIMOTEI     Shampoing illuminant à l'extrait de camomille 2X300ml,na,na,https://www.auchan.fr/timotei-shampoing-illuminant-a-l-extrait-de-camomille/pr-C1310754,5740,na,na
NATURÉ MOI     Shampooing volume riz & miel bio cheveux fins & plats 250ml,na,na,https://www.auchan.fr/nature-moi-shampooing-volume-riz-miel-bio-cheveux-fins-plats/pr-C1158850,5741,na,na
DOP     Shampooing bio très doux amande douce cheveux secs 400ml,na,na,https://www.auchan.fr/dop-shampooing-bio-tres-doux-amande-douce-cheveux-secs/pr-C1163843,5742,na,na
5 ULTRA DOUX     Shampooing hydratant lait d'amande bio cheveux déshydratés 250ml,linalool,na,https://www.auchan.fr/ultra-doux-shampooing-hydratant-lait-d-amande-bio-cheveux-deshydrates/pr-C1163323,5743,"shampooing nourricier garnier ultra doux au lait  amande, hydrate les cheveux normaux sans les alourdir  resultat   mieux hydrates et proteges, les cheveux font le plein de vitalite sans etre alourdis  jour apres jour, ils sont plus soyeux et plus doux au toucher ",na
DOP     Shampoing solide aux oeufs cheveux normaux 65g,na,na,https://www.auchan.fr/dop-shampoing-solide-aux-oeufs-cheveux-normaux/pr-C1309942,5744,"shampooing solide dop aux oeufs pour tous types de cheveux   aussi efficace qu’un shampoing classique, le shampooing solide mousse super bien et lave vos cheveux tout en douceur  formule est sans sulfate, sans savon, sans silicone, sans conservateur et avec une base lavante d’origine vegetale  bon pour la planete   sa formule est biodegradable a , et son packaging est   en carton recyclable, zero plastique assure ! fabrication francaise ! le shampooing solide equivaut a jusqu'a   bouteilles de shampooings classiques de    ml  selon la longueur de vos cheveux   nettoie et renforce vos cheveux des racines aux pointes et leur donne souplesse et brillance  adapte a tous types de cheveux  mousse rapidement et se rince tres facilement ",na
HEAD & SHOULDERS     Classic Shampoing antipelliculaire  220ml,na,na,https://www.auchan.fr/head-shoulders-classic-shampoing-antipelliculaire/pr-C1356331,5745,"head   shoulders shampoing antipelliculaire cible la cause premiere des pellicules et offre jusqu’a    heures de protection contre les pellicules, les demangeaisons et la secheresse  pellicules visibles, avec une utilisation reguliere ; demangeaisons liees aux pellicules   sa formule avancee est testee dermatologiquement, possede un ph equilibre, est boostee par des antioxydants pour prendre soin des cheveux et du cuir chevelu, et elimine jusqu’a       des pellicules, un fait cliniquement prouve  avec une utilisation reguliere   le shampoing antipelliculaire classic nettoie les cheveux en profondeur, tout en leur apportant fraicheur et hydratation intense  l’apres shampoing classic penetre instantanement pour apporter aux cheveux et au cuir chevelu une hydratation en profondeur et une protection durable contre les pellicules  la formule derma pure riche en micronutriments, lipides, et antioxydants discipline vos cheveux en toute legerete et controle les frisottis  avec cette formule, vos cheveux et votre cuir chevelu sont hydrates en profondeur, et les pellicules jusqu’a       eliminees  pellicules visibles, usage regulier  head   shoulders est la marque de shampoing numero   au monde  calcul p g base sur la categorie de shampoing annuelle  et se soucie de la planete   bouteille recyclable  a l’exception du bouchon, en fonction des installations de recyclage ",na
COSMIA     Kids shampoing enfant démêlant cerise & amande douce 250ml,na,na,https://www.auchan.fr/cosmia-kids-shampoing-enfant-demelant-cerise-amande-douce/pr-C1241908,5746,na,na
COSMIA MEN     Shampoing à l'arginine pour cheveux fragiles tendance à tomber 250ml,na,na,https://www.auchan.fr/cosmia-men-shampoing-a-l-arginine-pour-cheveux-fragiles-tendance-a-tomber/pr-C1160006,5747,na,na
ELSEVE     Nutri-Gloss shampoing embellisseur cheveux longs ternes 290ml,na,na,https://www.auchan.fr/elseve-nutri-gloss-shampoing-embellisseur-cheveux-longs-ternes/pr-C1306362,5748,"shampoing embellisseur pour cheveux longs et ternes, enrichi en perle de nacre, pour des longueurs sublimees au toucher cachemire et a la brillance miroir |• flacon en plastique   recycle  et recyclable|• fabrique en france|• dans une usine neutre en carbone| hors colorants et bouchon  resultats ? des longueurs sublimees     nutrition intense pour un toucher cachemire infiniment doux   fibre gainee pour une brillance miroir",na
3 DOVE     Shampoing réparation intensive cheveux abimés 250ml,na,na,https://www.auchan.fr/dove-shampoing-reparation-intensive-cheveux-abimes/pr-C1162726,5749,"vous vous demandez comment reparer les cheveux abimes ? nous savons toutes que, parfois, les cheveux subissent un stress et s'abiment avec le temps, malgre nos efforts  mais saviez vous qu'avec le soin adapte pour cheveux abimes, vous pouvez les reparer pour qu'ils soient de nouveau eclatants de sante et de beaute?  nous avons cree une formule unique pour reparer visiblement et nourrir progressivement les cheveux abimes avec une utilisation reguliere   le shampooing reparation intense de dove  formule avec le complexe nutritif de keratine, il nourrit en profondeur et aide a reparer les cheveux les plus abimes  il agit immediatement pour reparer la surface du cheveu et penetre au coeur du cheveu pour le nourrir et le reconstruire de  interieur   apres chaque utillisation, vos cheveux sont forts, repares, sublimes   avec une utilisation combinee du shampooing   du soin demelantdove est nee aux etats unis en      avec la production de pains de toilette contenant ¼ de creme hydratante  la marque se distinguait deja de ses concurrents en offrant un soin specifique pour les peaux seches et sensibles avec l’experience et grace a une etroite collaboration avec le monde medical, dove a approfondi ses recherches et a perfectionne ses produits de haute qualite pour le corps  tous les produits dove font  objet de tests dermatologiques  la qualite, la simplicite et l’efficacite sont des valeurs cheres a la marque dove souhaite mettre son expertise technologique au service de la beaute  la marque s’affirme desormais en tant qu’expert de la nutrition et de la reparation et propose des soins hautement efficaces  dove offre aux femmes de vrais rituels de beaute pour qu’elles prennent soin d’elles au quotidien  gels douche, pains de toilette, shampooings, apres shampooings, huiles pour cheveux, gel en pot, creme corps, lait pour le corps, roll on massant, huile corps, creme mains  ",na
JACQUES DESSANGE     Shampoing nutri-réparateur à la gelée royale 250ml,na,na,https://www.auchan.fr/jacques-dessange-shampoing-nutri-reparateur-a-la-gelee-royale/pr-C1163809,5750,"shampooing nutri reparateur a la gelee royale pure pour cheveux tres secs et fragilises qui renforce la structure capillaire vos cheveux sont durablement nourris, restructures et immediatement transformes ",na
ULTRA DOUX     Shampoing démêlant 2en1 au lait de vanille et pulpe de papaye pour cheveux longs et pointes fragiles 250ml,na,na,https://www.auchan.fr/ultra-doux-shampoing-demelant-2en1-au-lait-de-vanille-et-pulpe-de-papaye-pour-cheveux-longs-et-pointes-fragiles/pr-C1432016,5751,"shampooing demelant   en   sans paraben garnier ultra doux au lait de vanille et pulpe de papaye pour cheveux longs, pointes fragiles  resultat   parfaitement demeles sur toute leur longueur et repares jusqu’aux pointes, vos cheveux sont plus beaux et extremement doux au toucher  leur parfum frais et gourmand vous accompagne tout au long de la journee ",na
20 L'OREAL     Pure Liss shampoing lissage & discipline cheveux frisottants 250ml,benzyl alcohol • cinnamal • citronellol • hexyl cinnamal • linalool • limonene • benzyl salicylate,na,https://www.auchan.fr/l-oreal-pure-liss-shampoing-lissage-discipline-cheveux-frisottants/pr-C1021149,5752,na,na
HEAD & SHOULDERS     Shampooing homme antipelliculaire aux minéraux marins 250ml,na,na,https://www.auchan.fr/head-shoulders-shampooing-homme-antipelliculaire-aux-mineraux-marins/pr-C1160178,5753,"le shampoing antipelliculaire pour homme head   shoulders men ultra male care aide a proteger votre cuir chevelu contre les demangeaisons, l’exces de sebum et la secheresse pour vous offrir jusqu’a    heures de protection contre les pellicules et de magnifiques cheveux sans pellicules  demangeaisons liees aux pellicules ; pellicules visibles, avec une utilisation reguliere  choisissez le men ultra shampooing male care, infuse de mineraux marins, pour un cuir chevelu parfaitement propre et des cheveux faciles a coiffer cette formule de shampoing pour homme est testee sous controle dermatologique, avec un ph equilibre et des antioxydants pour delicatement prendre soin des cheveux et du cuir chevelu  ce produit est adapte a une utilisation quotidienne ",na
NATURE BOX     Shampoing solide réparation au beurre de karité bio cheveux abîmés et cassants 85g,na,na,https://www.auchan.fr/nature-box-shampoing-solide-reparation-au-beurre-de-karite-bio-cheveux-abimes-et-cassants/pr-C1354664,5754,na,na
6 COSMIA     Shampooing et gel douche au monoï 75ml,na,na,https://www.auchan.fr/cosmia-shampooing-et-gel-douche-au-monoi/pr-C1248689,5755,"cosmia vous suit partout dans vos voyages, avec ce mini format ! ce gel douche shampoing au monoi  ravira les plus presses  sa formule ""  en  "", ideale pour se laver  un seul geste, respecte votre peau et vos cheveux, tout en offrant un agreable parfum sensuel et exotique  depaysement garanti !",na
9 ULTRA DOUX     Shampooing réparation érabe & ricin cheveux très abîmés 250ml,benzyl alcohol • cinnamal • hexyl cinnamal • linalool • benzyl salicylate,na,https://www.auchan.fr/ultra-doux-shampooing-reparation-erabe-ricin-cheveux-tres-abimes/pr-C1163319,5756,"shampooing reparation intense erable guerisseur garnier ultra doux a  huilederincin et a la seve  erable pour cheveux tres abimes  resultat   intensement repares et revitalises, vos cheveux sont plus vigoureux et plus resistants  nourris jusqu’aux pointes, ils sont infiniment doux au toucher, plus souples et vraiment plus faciles a coiffer ",na
4 ULTRA DOUX     Shampooing nutrition extrême olive mythique cheveux desséchés 250ml,cinnamal,na,https://www.auchan.fr/ultra-doux-shampooing-nutrition-extreme-olive-mythique-cheveux-desseches/pr-C1163317,5757,"shampooing nutritif garnier ultra doux a  huile  olive vierge pour cheveux desseches, sensibilises  resultat   intensement nourris sans etre alourdis et repares de la racine aux pointes, vos cheveux sont restaures  ils retrouvent vie  jour apres jour, ils deviennent brillants, infiniment plus doux et plus souples ",na
LE PETIT MARSEILLAIS     Shampoing bio infusion thé vert 2x250ml,na,na,https://www.auchan.fr/le-petit-marseillais-shampoing-bio-infusion-the-vert/pr-C1160267,5758,na,na
DOP     Shampoing très doux à la pomme verte cheveux normaux à gras 2x400mlLot de 2,na,na,https://www.auchan.fr/dop-shampoing-tres-doux-a-la-pomme-verte-cheveux-normaux-a-gras/pr-C1163394,5759,"shampooing tres doux a la pomme qui redonne brillance et legerete a vos cheveux  il lave et purifie les cheveux pour les debarasser de toutes les impuretes qui les etouffent  resultat   vos cheveux sont incroyablement propres, ils respirent a nouveau !",na
30 ULTRA DOUX     Shampoing solide illuminant à la camomille  60g,na,na,https://www.auchan.fr/ultra-doux-shampoing-solide-illuminant-a-la-camomille/pr-C1344368,5760,na,na
6 GLISS     Shampooing Ultimate Color cheveux colorés ou méchés 250ml,na,na,https://www.auchan.fr/gliss-shampooing-ultimate-color-cheveux-colores-ou-meches/pr-C1158272,5761,na,na
